"'data_estimativa'";"data_pagamento";"base_de_calculo";"perc_transmitido";"'finalidade_construcao'";"'logradouro'";"n_endereco";"n_unidade";"'complemento_endereco'";"'bairro'";"cep";"area_total_terreno";"area_constr_total";"area_constr_privativa";"ano_construcao";"'n_matricula_reg_imoveis'";"'n_zona_reg_imoveis'";"'situacao'"
"'2018-08-16'";"2018-08-16 00:00:00";"444501.64";"100.00";"'Apartamento > 4 Pavimentos'";"'rua doutor jose maria'";"600""";"";"'apto 2203 edf maria rosa'";"'Encruzilhada'";"";"2431,0";"111,89";"111,89";"2010""";"''";"''";"'CONCLUIDO'"
"'2018-05-30'";"2018-05-30 00:00:00";"521309.03";"100.00";"'Apartamento > 4 Pavimentos'";"'rua doutor jose maria'";"600""";"";"'apto 2602 edf maria rosa'";"'Encruzilhada'";"";"2431,0";"111,89";"111,89";"2010""";"''";"''";"'CONCLUIDO'"
"'2018-10-26'";"2018-10-26 00:00:00";"561113.67";"100.00";"'Apartamento > 4 Pavimentos'";"'rua doutor jose maria'";"600""";"";"'apto 2801 edf maria rosa'";"'Encruzilhada'";"";"2431,0";"139,58";"139,58";"2010""";"''";"''";"'CONCLUIDO'"
"'2018-05-31'";"2018-05-31 00:00:00";"460034.53";"100.00";"'Apartamento > 4 Pavimentos'";"'rua doutor jose maria'";"600""";"";"'apto 2903 edf maria rosa'";"'Encruzilhada'";"";"2431,0";"111,89";"111,89";"2010""";"''";"''";"'CONCLUIDO'"
"'2018-02-26'";"2018-02-26 00:00:00";"412960.23";"100.00";"'Apartamento > 4 Pavimentos'";"'rua doutor jose maria'";"600""";"";"'apto 703 edf maria rosa'";"'Encruzilhada'";"";"2431,0";"111,89";"111,89";"2010""";"''";"''";"'CONCLUIDO'"
"'2018-08-22'";"2018-08-22 00:00:00";"1330000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua doutor jose maria'";"658""";"";"'apto 1601 edf casa rosada'";"'Encruzilhada'";"";"3090,5";"244,73";"244,73";"2010""";"''";"''";"'CONCLUIDO'"
"'2018-02-20'";"2018-02-20 00:00:00";"1068007.38";"100.00";"'Apartamento > 4 Pavimentos'";"'rua doutor jose maria'";"658""";"";"'apto 1701 edf casa rosada'";"'Encruzilhada'";"";"3090,5";"244,73";"244,73";"2010""";"''";"''";"'CONCLUIDO'"
"'2018-09-13'";"2018-09-13 00:00:00";"120000.00";"100.00";"'Loja <= 4 Pavimentos'";"'rua doutor jose maria'";"430""";"";"'loja 0005'";"'Encruzilhada'";"";"580,0";"19,0";"19,0";"1963""";"''";"''";"'CONCLUIDO'"
"'2018-06-19'";"2018-06-19 00:00:00";"415878.60";"100.00";"'Apartamento > 4 Pavimentos'";"'rua doutor jose maria'";"512""";"";"'apto 603 privilege rosarinho'";"'Encruzilhada'";"";"1619,23";"98,45";"98,45";"2016""";"''";"''";"'CONCLUIDO'"
"'2018-03-21'";"2018-03-21 00:00:00";"471924.26";"100.00";"'Apartamento > 4 Pavimentos'";"'rua doutor jose maria'";"512""";"";"'apto 703 privilege rosarinho'";"'Encruzilhada'";"";"1619,23";"98,45";"98,45";"2016""";"''";"''";"'CONCLUIDO'"
"'2018-01-24'";"2018-01-24 00:00:00";"528394.79";"100.00";"'Apartamento > 4 Pavimentos'";"'rua doutor jose maria'";"512""";"";"'apto 1404 privilege rosarinho'";"'Encruzilhada'";"";"1619,23";"122,37";"122,37";"2016""";"''";"''";"'CONCLUIDO'"
"'2018-06-19'";"2018-06-19 00:00:00";"411817.27";"100.00";"'Apartamento > 4 Pavimentos'";"'rua doutor jose maria'";"512""";"";"'apto 403 privilege rosarinho'";"'Encruzilhada'";"";"1619,23";"98,45";"98,45";"2016""";"''";"''";"'CONCLUIDO'"
"'2018-06-21'";"2018-06-21 00:00:00";"432384.17";"100.00";"'Apartamento > 4 Pavimentos'";"'rua doutor jose maria'";"512""";"";"'apto 501 privilege rosarinho'";"'Encruzilhada'";"";"1619,23";"100,79";"100,79";"2016""";"''";"''";"'CONCLUIDO'"
"'2018-07-19'";"2018-07-19 00:00:00";"217590.47";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"106""";"";"'apto 103 edf bellagio residence'";"'Rosarinho'";"";"610,36";"59,74";"59,74";"2015""";"''";"''";"'CONCLUIDO'"
"'2018-08-22'";"2018-08-22 00:00:00";"222518.71";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"106""";"";"'apto 501 edf bellagio residence'";"'Rosarinho'";"";"610,36";"59,92";"59,92";"2015""";"''";"''";"'CONCLUIDO'"
"'2018-07-19'";"2018-07-19 00:00:00";"220817.20";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"106""";"";"'apto 401 edf bellagio residence'";"'Rosarinho'";"";"610,36";"59,92";"59,92";"2015""";"''";"''";"'CONCLUIDO'"
"'2018-11-22'";"2018-11-22 00:00:00";"405076.19";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"118""";"";"'apto 0401 edf ana lopes'";"'Rosarinho'";"";"748,85";"144,15";"144,15";"1974""";"''";"''";"'CONCLUIDO'"
"'2018-03-13'";"2018-03-13 00:00:00";"285000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av santos dumont'";"881""";"";"'apto 0804 edf ilha de cedros'";"'Rosarinho'";"";"1231,05";"99,45";"99,45";"1984""";"''";"''";"'CONCLUIDO'"
"'2018-11-22'";"2018-11-22 00:00:00";"220000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"68""";"";"'apto 101 splendid rosarinho'";"'Rosarinho'";"";"2202,75";"57,12";"57,12";"2014""";"''";"''";"'CONCLUIDO'"
"'2018-09-18'";"2018-09-18 00:00:00";"280000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"68""";"";"'apto 1203 splendid rosarinho'";"'Rosarinho'";"";"2202,75";"59,93";"59,93";"2014""";"''";"''";"'CONCLUIDO'"
"'2018-11-14'";"2018-11-14 00:00:00";"662.67";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"68""";"";"'apto 1203 splendid rosarinho'";"'Rosarinho'";"";"2202,75";"59,93";"59,93";"2014""";"''";"''";"'CONCLUIDO'"
"'2018-08-16'";"2018-08-16 00:00:00";"247000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"68""";"";"'apto 1303 splendid rosarinho'";"'Rosarinho'";"";"2202,75";"59,93";"59,93";"2014""";"''";"''";"'CONCLUIDO'"
"'2018-03-21'";"2018-03-21 00:00:00";"417575.59";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"68""";"";"'apto 705 splendid rosarinho'";"'Rosarinho'";"";"2202,75";"99,82";"99,82";"2014""";"''";"''";"'CONCLUIDO'"
"'2018-07-04'";"2018-07-04 00:00:00";"417527.27";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"68""";"";"'apto 705 splendid rosarinho'";"'Rosarinho'";"";"2202,75";"99,82";"99,82";"2014""";"''";"''";"'CONCLUIDO'"
"'2018-10-08'";"2018-10-08 00:00:00";"250000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"68""";"";"'apto 706 splendid rosarinho'";"'Rosarinho'";"";"2202,75";"57,12";"57,12";"2014""";"''";"''";"'CONCLUIDO'"
"'2018-01-23'";"2018-01-23 00:00:00";"224800.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"68""";"";"'apto 1401 splendid rosarinho'";"'Rosarinho'";"";"2202,75";"57,12";"57,12";"2014""";"''";"''";"'CONCLUIDO'"
"'2018-06-14'";"2018-06-14 00:00:00";"432167.57";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"68""";"";"'apto 1405 splendid rosarinho'";"'Rosarinho'";"";"2202,75";"99,82";"99,82";"2014""";"''";"''";"'CONCLUIDO'"
"'2018-11-29'";"2018-11-29 00:00:00";"250000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"68""";"";"'apto 1703 splendid rosarinho'";"'Rosarinho'";"";"2202,75";"59,93";"59,93";"2014""";"''";"''";"'CONCLUIDO'"
"'2018-10-18'";"2018-10-18 00:00:00";"644400.02";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"218""";"";"'apto 302 edf quinta das baronesas'";"'Rosarinho'";"";"1361,43";"177,47";"177,47";"2014""";"''";"''";"'CONCLUIDO'"
"'2018-02-06'";"2018-02-06 00:00:00";"686844.68";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"218""";"";"'apto 1602 edf quinta das baronesas'";"'Rosarinho'";"";"1361,43";"177,47";"177,47";"2014""";"''";"''";"'CONCLUIDO'"
"'2018-04-27'";"2018-04-27 00:00:00";"225000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 202 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2018-04-09'";"2018-04-09 00:00:00";"782796.40";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 501 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2018-09-27'";"2018-09-27 00:00:00";"810474.91";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 1401 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2018-11-07'";"2018-11-07 00:00:00";"851235.39";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 2402 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2018-03-08'";"2018-03-08 00:00:00";"876669.15";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 3001 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2018-09-18'";"2018-09-18 00:00:00";"880981.39";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 3102 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2018-09-03'";"2018-09-03 00:00:00";"1000000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 3801 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2018-04-05'";"2018-04-05 00:00:00";"270000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 3802 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2018-02-20'";"2018-02-20 00:00:00";"860695.44";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 601 edf gran parc premium-bloco a'";"'Rosarinho'";"";"2961,24";"184,61";"184,61";"2015""";"''";"''";"'CONCLUIDO'"
"'2018-04-27'";"2018-04-27 00:00:00";"864787.73";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 701 edf gran parc premium-bloco a'";"'Rosarinho'";"";"2961,24";"184,61";"184,61";"2015""";"''";"''";"'CONCLUIDO'"
"'2018-09-04'";"2018-09-04 00:00:00";"868880.02";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 801 edf gran parc premium-bloco a'";"'Rosarinho'";"";"2961,24";"184,61";"184,61";"2015""";"''";"''";"'CONCLUIDO'"
"'2018-06-11'";"2018-06-11 00:00:00";"877064.60";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 1001 edf gran parc premium-bloco a'";"'Rosarinho'";"";"2961,24";"184,61";"184,61";"2015""";"''";"''";"'CONCLUIDO'"
"'2018-09-21'";"2018-09-21 00:00:00";"678928.48";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 801 edf gran parc premium-bloco b'";"'Rosarinho'";"";"2961,24";"151,19";"151,19";"2015""";"''";"''";"'CONCLUIDO'"
"'2018-07-06'";"2018-07-06 00:00:00";"683897.22";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 902 edf gran parc premium-bloco b'";"'Rosarinho'";"";"2961,24";"151,32";"151,32";"2015""";"''";"''";"'CONCLUIDO'"
"'2018-11-20'";"2018-11-20 00:00:00";"703482.22";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 1401 edf gran parc premium-bloco b'";"'Rosarinho'";"";"2961,24";"151,19";"151,19";"2015""";"''";"''";"'CONCLUIDO'"
"'2018-12-13'";"2018-12-13 00:00:00";"707574.51";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 1501 edf gran parc premium-bloco b'";"'Rosarinho'";"";"2961,24";"151,19";"151,19";"2015""";"''";"''";"'CONCLUIDO'"
"'2018-08-08'";"2018-08-08 00:00:00";"716635.54";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 1702 edf gran parc premium-bloco b'";"'Rosarinho'";"";"2961,24";"151,32";"151,32";"2015""";"''";"''";"'CONCLUIDO'"
"'2018-04-10'";"2018-04-10 00:00:00";"723943.66";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 1901 edf gran parc premium-bloco b'";"'Rosarinho'";"";"2961,24";"151,19";"151,19";"2015""";"''";"''";"'CONCLUIDO'"
"'2018-07-19'";"2018-07-19 00:00:00";"856603.15";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 501 edf gran parc premium-bloco a'";"'Rosarinho'";"";"2961,24";"184,61";"184,61";"2015""";"''";"''";"'CONCLUIDO'"
"'2018-05-23'";"2018-05-23 00:00:00";"881156.89";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 1101 edf gran parc premium-bloco a'";"'Rosarinho'";"";"2961,24";"184,61";"184,61";"2015""";"''";"''";"'CONCLUIDO'"
"'2018-10-08'";"2018-10-08 00:00:00";"938448.94";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 2501 edf gran parc premium-bloco a'";"'Rosarinho'";"";"2961,24";"184,61";"184,61";"2015""";"''";"''";"'CONCLUIDO'"
"'2018-05-31'";"2018-05-31 00:00:00";"557881.98";"100.00";"'Apartamento > 4 Pavimentos'";"'rua caio pereira'";"275""";"";"'apto 1701 edf artemis'";"'Rosarinho'";"";"1075,2";"162,45";"162,45";"1999""";"''";"''";"'CONCLUIDO'"
"'2018-08-10'";"2018-08-10 00:00:00";"630000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua caio pereira'";"225""";"";"'apto 201 edf maria luiza'";"'Rosarinho'";"";"2179,25";"172,78";"172,78";"2012""";"''";"''";"'CONCLUIDO'"
"'2018-12-27'";"2018-12-27 00:00:00";"640000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua caio pereira'";"225""";"";"'apto 801 edf maria luiza'";"'Rosarinho'";"";"2179,25";"172,78";"172,78";"2012""";"''";"''";"'CONCLUIDO'"
"'2018-03-28'";"2018-03-28 00:00:00";"680000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua caio pereira'";"225""";"";"'apto 903 edf maria luiza'";"'Rosarinho'";"";"2179,25";"171,43";"171,43";"2012""";"''";"''";"'CONCLUIDO'"
"'2018-05-14'";"2018-05-14 00:00:00";"616818.52";"100.00";"'Apartamento > 4 Pavimentos'";"'rua caio pereira'";"225""";"";"'apto 1002 edf maria luiza'";"'Rosarinho'";"";"2179,25";"165,37";"165,37";"2012""";"''";"''";"'CONCLUIDO'"
"'2018-11-05'";"2018-11-05 00:00:00";"676263.66";"100.00";"'Apartamento > 4 Pavimentos'";"'rua caio pereira'";"225""";"";"'apto 2203 edf maria luiza'";"'Rosarinho'";"";"2179,25";"171,43";"171,43";"2012""";"''";"''";"'CONCLUIDO'"
"'2018-12-18'";"2018-12-18 00:00:00";"624000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua caio pereira'";"175""";"";"'apto 101 edf maria esther'";"'Rosarinho'";"";"1050,63";"189,82";"189,82";"2009""";"''";"''";"'CONCLUIDO'"
"'2018-10-11'";"2018-10-11 00:00:00";"779595.91";"100.00";"'Apartamento > 4 Pavimentos'";"'av santos dumont'";"725""";"";"'apto 2601 edf desb dirceu borges'";"'Rosarinho'";"";"1918,49";"200,45";"200,45";"2008""";"''";"''";"'CONCLUIDO'"
"'2018-11-05'";"2018-11-05 00:00:00";"273015.09";"100.00";"'Apartamento > 4 Pavimentos'";"'rua doutor jose maria'";"792""";"";"'apto 801 edf parque da jaqueira home service'";"'Rosarinho'";"";"1129,36";"74,33";"74,33";"2011""";"''";"''";"'CONCLUIDO'"
"'2018-01-12'";"2018-01-12 00:00:00";"270724.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua doutor jose maria'";"792""";"";"'apto 505 edf parque da jaqueira home service'";"'Rosarinho'";"";"1129,36";"74,84";"74,84";"2011""";"''";"''";"'CONCLUIDO'"
"'2018-07-19'";"2018-07-19 00:00:00";"272189.65";"100.00";"'Apartamento > 4 Pavimentos'";"'rua doutor jose maria'";"792""";"";"'apto 603 edf parque da jaqueira home service'";"'Rosarinho'";"";"1129,36";"74,88";"74,88";"2011""";"''";"''";"'CONCLUIDO'"
"'2018-03-20'";"2018-03-20 00:00:00";"282947.64";"100.00";"'Apartamento > 4 Pavimentos'";"'rua doutor jose maria'";"792""";"";"'apto 1405 edf parque da jaqueira home service'";"'Rosarinho'";"";"1129,36";"74,84";"74,84";"2011""";"''";"''";"'CONCLUIDO'"
"'2018-03-09'";"2018-03-09 00:00:00";"761645.84";"100.00";"'Apartamento > 4 Pavimentos'";"'rua regueira costa'";"287""";"";"'apto 2302 edf saint guilherme'";"'Rosarinho'";"";"1166,23";"165,25";"165,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2018-12-21'";"2018-12-21 00:00:00";"659058.90";"100.00";"'Apartamento > 4 Pavimentos'";"'rua regueira costa'";"287""";"";"'apto 2202 edf saint guilherme'";"'Rosarinho'";"";"1166,23";"165,25";"165,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2018-07-19'";"2018-07-19 00:00:00";"347152.37";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"255""";"";"'apto 0103 edf débora'";"'Rosarinho'";"";"1022,4";"101,43";"101,43";"2003""";"''";"''";"'CONCLUIDO'"
"'2018-05-25'";"2018-05-25 00:00:00";"380000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"255""";"";"'apto 0803 edf débora'";"'Rosarinho'";"";"1022,4";"101,43";"101,43";"2003""";"''";"''";"'CONCLUIDO'"
